user_id,place_id,rating
107861,P052,2
102449,P063,4
107207,P048,2
100818,P049,1
108426,P052,2
104374,P053,4
104376,P053,1
104592,P045,2
106293,P050,4
103948,P045,0
107578,P047,2
103242,P049,5
100638,P053,2
102169,P044,2
104284,P048,1
104671,P061,5
100565,P045,3
101791,P052,2
105020,P049,1
108592,P044,0
109122,P049,2
103383,P046,5
106597,P059,3
102852,P051,1
101870,P054,1
102982,P061,0
100474,P054,5
103335,P053,3
108490,P047,5
108850,P045,3
106295,P052,0
102200,P063,2
102506,P056,3
101292,P048,4
107115,P049,0
106378,P062,1
105277,P063,2
107135,P054,5
108389,P062,0
107868,P061,5
100404,P054,0
109531,P063,4
107094,P048,5
101473,P045,0
103623,P059,5
106246,P050,1
106230,P053,2
101966,P045,3
102179,P044,4
102394,P052,2
103202,P052,3
102882,P056,5
102088,P062,2
104029,P060,1
100061,P051,2
100550,P056,2
102128,P054,5
105345,P049,0
100325,P053,1
100358,P063,3
107579,P046,5
100730,P052,4
104808,P056,4
108436,P058,2
109871,P058,5
102785,P054,5
105217,P044,2
102355,P051,0
108105,P054,5
100665,P045,4
101435,P061,2
100784,P044,4
103974,P060,5
106314,P053,3
107444,P047,0
102357,P060,0
105481,P045,2
104697,P056,0
109816,P055,0
103399,P056,4
106356,P062,5
109067,P057,2
104444,P058,1
106119,P050,5
103750,P060,0
100582,P056,5
107264,P051,0
106436,P054,3
101671,P053,5
108349,P052,0
108451,P052,5
109705,P050,1
109820,P052,5
101856,P057,4
100394,P046,3
105738,P060,5
102069,P059,3
104479,P056,0
101390,P061,4
104340,P046,4
109666,P055,5
103670,P044,1
108159,P046,0
100350,P058,3
100869,P046,0
106685,P048,5
108047,P046,1
109999,P060,0
103828,P062,0
105897,P053,3
107269,P052,3
102646,P061,4
109950,P059,5
103993,P063,0
109665,P062,5
106334,P045,1
100332,P060,3
105534,P047,4
105930,P051,1
102153,P045,3
107590,P049,3
106268,P047,1
104396,P046,5
100218,P056,3
102482,P056,0
101340,P050,0
107187,P059,1
106253,P061,3
105082,P049,2
