user_id,place_id,rating
104443,P211,1
104943,P218,1
102973,P209,0
104551,P212,2
104278,P217,5
107421,P211,0
105630,P210,2
108977,P211,0
108913,P209,1
104726,P211,2
106216,P208,4
106525,P214,2
100836,P206,0
109204,P203,3
107720,P210,2
107508,P215,0
102970,P210,4
102018,P216,0
104245,P214,4
108253,P203,5
102993,P207,1
109382,P210,4
102506,P209,1
105998,P214,5
104486,P216,3
103976,P213,4
103023,P210,3
106698,P212,0
100804,P205,4
105967,P201,4
105802,P207,3
106785,P206,4
108671,P217,0
102039,P214,0
105398,P205,1
106057,P201,0
103105,P205,1
106077,P211,2
105642,P213,0
109928,P216,5
105522,P218,0
102323,P217,2
103657,P218,4
101349,P203,0
103494,P212,0
100181,P211,5
106824,P212,5
107652,P205,1
102218,P217,0
107427,P215,2
104495,P203,3
100990,P213,0
108073,P218,2
107489,P203,4
101369,P210,3
103677,P206,1
101149,P211,2
104791,P210,5
102958,P203,5
109498,P201,2
101692,P199,2
107757,P215,1
109720,P212,5
107937,P199,0
104162,P216,4
102677,P203,4
101276,P218,1
103325,P203,5
109752,P202,2
103267,P217,1
106989,P217,2
104265,P201,2
108252,P201,4
102800,P215,3
105961,P200,4
104456,P205,4
108246,P200,5
109196,P215,2
102653,P211,0
105878,P213,4
100936,P210,3
102251,P203,5
105184,P218,3
103769,P204,4
108103,P204,0
109740,P216,0
100682,P216,4
107018,P206,0
106677,P199,3
104830,P216,1
103398,P214,5
109458,P202,3
109609,P206,3
107240,P210,2
101503,P212,3
105747,P212,5
102365,P218,4
102436,P199,2
102808,P217,1
104747,P213,4
100438,P213,3
101201,P204,1
100515,P217,2
100134,P212,4
109648,P210,0
102243,P204,4
101894,P217,3
103775,P202,4
109807,P208,4
105552,P209,5
106771,P202,2
101544,P212,2
109531,P218,2
103821,P200,0
104997,P212,5
107522,P208,2
107292,P218,3
101467,P206,1
103192,P210,1
108912,P217,4
102437,P209,0
104856,P204,0
107084,P201,3
106426,P208,5
107938,P205,1
103303,P210,0
103546,P211,5
101106,P206,0
108494,P212,1
105273,P215,4
108826,P209,5
108583,P205,0
101080,P212,2
104663,P215,5
108930,P206,5
105904,P200,2
105644,P203,5
106467,P201,1
108639,P203,0
107977,P199,3
104277,P204,1
103325,P215,3
105234,P211,4
102152,P203,3
109933,P208,3
109339,P203,1
104415,P212,3
104449,P209,4
102299,P211,0
103011,P215,5
101438,P206,2
102972,P211,4
107087,P213,2
106984,P217,5
106562,P216,4
101662,P207,0
100648,P204,2
108330,P202,0
106256,P202,3
105677,P206,5
109378,P208,1
108277,P203,2
108975,P208,3
102033,P200,2
107687,P210,0
105327,P205,4
101544,P216,4
101796,P214,0
108517,P210,3
102625,P206,3
104618,P210,5
103045,P199,3
103391,P210,0
106953,P206,1
104162,P208,5
108465,P209,2
108836,P201,4
104576,P208,1
100109,P203,3
104494,P204,4
106245,P202,3
105506,P206,4
107845,P209,2
108278,P203,4
106494,P201,0
101538,P202,5
103152,P213,5
106553,P202,2
106385,P215,2
109048,P216,2
103861,P202,0
100689,P202,4
102060,P200,4
105232,P218,0
101191,P210,3
108438,P202,2
103084,P212,3
108234,P214,1
109182,P202,1
109338,P217,3
101636,P212,5
101170,P199,3
100252,P206,5
108411,P217,4
108347,P209,5
108358,P214,0
106826,P207,0
106608,P211,1
104608,P203,3
109614,P212,4
103113,P211,3
104240,P211,5
108539,P210,1
104179,P216,4
107170,P212,5
108311,P211,1
107583,P217,5
104454,P205,4
107319,P214,0
102116,P211,3
107030,P216,2
102229,P201,3
106306,P214,5
107849,P210,0
100432,P211,2
103971,P213,2
104974,P209,1
103155,P205,2
105466,P202,3
107487,P205,1
103570,P211,3
107716,P208,0
106581,P213,0
102476,P203,2
101694,P218,5
108037,P217,4
101937,P208,1
106924,P211,1
109707,P206,1
109863,P210,2
107568,P214,1
108523,P212,3
104138,P209,4
102746,P206,3
105536,P199,1
101193,P207,1
102614,P212,2
103778,P200,0
107919,P209,3
107748,P200,1
100730,P199,3
102267,P200,5
108093,P206,1
109798,P212,2
108899,P208,1
106901,P207,5
105312,P207,5
101336,P215,0
101023,P209,0
107141,P215,5
100080,P204,1
102790,P212,2
100314,P202,0
105112,P200,4
109730,P215,4
109177,P207,1
100725,P199,2
100603,P204,5
108483,P211,2
100087,P205,1
101896,P210,3
104645,P207,0
100682,P207,2
108656,P210,3
106254,P206,3
101879,P209,5
109186,P199,1
107244,P216,3
106451,P202,5
109623,P217,4
105559,P206,0
105293,P214,1
100297,P204,0
104824,P210,0
108874,P211,5
108602,P217,5
103884,P214,5
103009,P212,2
102960,P210,5
107828,P216,4
100558,P212,0
108669,P214,1
104854,P203,5
102400,P210,3
101779,P212,4
106169,P213,4
101501,P204,5
105965,P200,2
101150,P203,3
106610,P212,0
109175,P200,4
107783,P207,3
107909,P211,3
106986,P209,0
108960,P207,4
104329,P218,2
108740,P212,3
103728,P215,3
101737,P209,3
102271,P200,3
107067,P203,4
106564,P205,4
100663,P207,0
103699,P201,2
104287,P214,3
107898,P205,5
103219,P214,0
102399,P204,2
106862,P216,2
106281,P214,5
109119,P211,5
101826,P205,4
104428,P211,0
102223,P211,4
101322,P213,0
108830,P209,2
100708,P213,4
107409,P217,1
102535,P201,0
102786,P207,3
107091,P206,1
108018,P213,3
105328,P200,1
102715,P218,4
101309,P214,5
101415,P211,1
106436,P204,0
105624,P209,5
103289,P203,3
107439,P200,4
105833,P199,4
100886,P201,5
102779,P204,3
102053,P213,1
103660,P211,0
109448,P199,0
109262,P214,5
105504,P201,4
100650,P203,0
105795,P202,5
104586,P211,4
104669,P206,3
104627,P199,3
105166,P205,3
106849,P212,4
108182,P209,3
