user_id,place_id,rating
103156,P076,0
107362,P075,1
106634,P080,2
100112,P079,1
103369,P075,4
109092,P080,3
107116,P064,1
106487,P080,1
105130,P074,5
101392,P069,4
100422,P071,2
106122,P073,3
109382,P081,2
103043,P083,3
108209,P069,2
106898,P073,3
107101,P074,3
100199,P071,4
100521,P072,4
102035,P069,5
103127,P073,2
107192,P066,3
101053,P064,4
106186,P076,3
102200,P071,1
105178,P078,0
101603,P081,3
107859,P066,4
103390,P064,1
102608,P076,2
102211,P067,2
100757,P077,1
106557,P067,5
108344,P073,0
105871,P072,0
108133,P079,5
108126,P074,1
102891,P080,0
109241,P073,2
105407,P066,1
109592,P071,3
108618,P078,0
103077,P064,2
108050,P069,2
101519,P076,5
109184,P078,3
104740,P064,5
107309,P071,1
109670,P072,5
100884,P080,0
106489,P083,3
108050,P076,2
109187,P077,2
106788,P082,3
109325,P071,3
104074,P065,5
109186,P073,4
103639,P072,1
100928,P072,3
103805,P078,2
106838,P079,2
100944,P068,1
108731,P082,0
105339,P079,3
103419,P076,3
104744,P069,5
106001,P065,2
106307,P081,2
102357,P074,3
104405,P072,3
102797,P064,4
108278,P083,0
105940,P081,5
106091,P072,1
100314,P073,1
107913,P069,3
101835,P066,4
102795,P079,1
109326,P081,4
107694,P081,5
109541,P068,3
106392,P076,5
105905,P079,2
101129,P075,5
101907,P072,4
102072,P067,5
108639,P065,1
109493,P064,1
109383,P067,3
105820,P079,3
100498,P070,3
104775,P081,2
109481,P065,5
109948,P070,3
104979,P064,3
101238,P068,4
101991,P065,2
106335,P078,4
106935,P083,4
107574,P064,1
103181,P071,5
101975,P083,2
105418,P070,5
102243,P072,3
104516,P076,2
101321,P077,1
104241,P064,0
108318,P072,3
109630,P080,5
103255,P071,1
106874,P072,0
107555,P064,4
103111,P067,2
105752,P079,3
109776,P068,4
101119,P064,4
102899,P075,5
105619,P079,5
107692,P083,1
101926,P081,4
108997,P064,1
109778,P079,1
103206,P074,0
102575,P067,3
100816,P078,1
102623,P082,5
106324,P067,3
102885,P073,2
109807,P082,5
106398,P074,4
100931,P072,5
109789,P066,3
101453,P082,5
101533,P077,1
101149,P066,2
109930,P064,5
104941,P076,1
107602,P071,0
101786,P083,4
103401,P080,4
102075,P067,5
106538,P068,2
102334,P072,4
109192,P071,3
109135,P070,0
102334,P075,3
108257,P083,3
101848,P074,1
100260,P080,5
103860,P079,0
106009,P075,0
105375,P073,3
109121,P083,0
107831,P074,0
106314,P082,4
106253,P081,4
101052,P075,0
107121,P078,0
108698,P071,4
108116,P082,0
101828,P067,3
106807,P076,2
104742,P082,2
105863,P080,2
105476,P077,2
108560,P078,0
109166,P072,3
106097,P064,2
101060,P072,2
106340,P065,2
103693,P083,0
108501,P066,5
108921,P075,0
105284,P064,4
101698,P080,5
106783,P065,0
100491,P071,0
104620,P078,0
101887,P065,1
103048,P066,1
107032,P068,0
108853,P071,2
104698,P068,1
102713,P074,4
109164,P068,2
109903,P073,3
101766,P072,5
101716,P078,4
102988,P071,1
105759,P078,0
103501,P082,3
106158,P076,1
106682,P073,5
109352,P069,0
109364,P066,3
101978,P071,5
108750,P075,1
108402,P065,5
104703,P065,4
101731,P082,2
101487,P072,4
104608,P080,3
102622,P071,1
106346,P078,1
100257,P071,5
103887,P070,2
107390,P070,4
108060,P073,0
100740,P075,2
107885,P083,1
101413,P075,0
106356,P073,1
108072,P071,5
107707,P079,1
105355,P074,0
103556,P073,0
100622,P078,5
106335,P076,3
108947,P074,5
103925,P081,2
100844,P080,2
101410,P082,2
102242,P081,0
101687,P078,1
106327,P083,5
103260,P070,0
101344,P075,5
108103,P076,0
108141,P072,5
104671,P068,3
106762,P080,5
104061,P074,3
101602,P069,4
109678,P082,5
105152,P066,2
107551,P083,4
104387,P078,0
101866,P082,0
105861,P066,1
105655,P064,3
101960,P077,0
101330,P074,3
102809,P065,3
102265,P065,0
102450,P066,3
100821,P074,5
107930,P079,1
106648,P069,4
106769,P080,5
105141,P070,2
103461,P069,1
108993,P078,0
104859,P065,1
101350,P075,5
105433,P081,0
109801,P080,3
106494,P069,2
103146,P079,5
101662,P075,2
105739,P075,2
102029,P068,0
108365,P077,2
108706,P064,0
100500,P076,3
102436,P067,4
109525,P082,5
108340,P081,0
108695,P065,1
103891,P072,5
103661,P064,1
109212,P079,5
103782,P071,3
