user_id,place_id,rating
102521,P152,2
105554,P125,4
108882,P154,3
108846,P151,0
103829,P125,3
100931,P150,1
105581,P135,3
102951,P152,0
108109,P136,3
105822,P139,4
105814,P135,5
101117,P152,4
103497,P154,4
104422,P140,2
100198,P124,0
101058,P128,5
104392,P137,5
108313,P148,5
105349,P135,2
107520,P136,5
108057,P122,1
102783,P142,2
101763,P154,4
102157,P157,1
108518,P123,5
109234,P142,1
101256,P154,3
104520,P126,0
101562,P153,4
105832,P129,3
102703,P149,3
106842,P148,3
104923,P123,0
104003,P135,1
100071,P136,5
106785,P154,4
103334,P150,1
107281,P157,5
100140,P147,0
107265,P127,2
109050,P146,3
109591,P155,4
102751,P125,3
104032,P129,4
105798,P153,5
105932,P153,1
103016,P146,1
101874,P147,1
108214,P125,4
106649,P123,5
103075,P154,3
107563,P140,3
108826,P126,4
108239,P154,3
100963,P141,5
109585,P120,4
102018,P140,1
102522,P158,4
109941,P137,5
103768,P151,1
109276,P122,3
103553,P152,4
103647,P132,2
103664,P144,3
101637,P119,2
109545,P141,1
109109,P130,0
108300,P139,1
104187,P124,4
101621,P153,3
100979,P119,2
102944,P126,1
107449,P135,4
108632,P139,3
101022,P146,3
100868,P144,5
107520,P129,4
109707,P119,1
105005,P124,2
109150,P128,4
105344,P140,3
101838,P140,3
106088,P139,0
100410,P125,2
101979,P153,5
109139,P124,1
109892,P150,3
102046,P158,1
109565,P132,5
107209,P135,3
107336,P129,4
106194,P156,5
103384,P123,0
109367,P122,5
108824,P131,1
108755,P129,1
103701,P145,0
108723,P127,1
102792,P123,2
108204,P140,2
106903,P150,2
103605,P152,1
100197,P124,5
107613,P126,2
106901,P129,2
100201,P147,5
107367,P157,5
101535,P142,3
106188,P131,0
108641,P145,1
109204,P128,0
102459,P132,0
105853,P129,5
106706,P137,0
100578,P145,2
108972,P126,0
104155,P144,5
107224,P122,3
104996,P144,3
103915,P144,0
103107,P131,5
108561,P137,4
101946,P137,2
100091,P143,4
101493,P128,0
106693,P154,2
108058,P155,1
101712,P121,4
109826,P141,1
107185,P156,1
100489,P150,4
108374,P139,5
101394,P125,3
107080,P122,3
103264,P127,4
104731,P148,1
109773,P120,1
109957,P143,4
100316,P130,2
101471,P136,5
109089,P141,5
106782,P127,5
100819,P148,1
103318,P153,1
100296,P155,0
105414,P137,0
100692,P123,1
109160,P158,4
105152,P138,5
109085,P154,4
105699,P127,4
109596,P124,4
103250,P139,5
105461,P135,5
100520,P141,4
107796,P137,2
105676,P152,2
109785,P134,0
101074,P129,0
108914,P135,2
108952,P133,0
105811,P123,4
101452,P123,0
109077,P156,0
102421,P126,5
105249,P152,3
103283,P138,4
105386,P124,0
107485,P129,2
100572,P155,4
103317,P126,5
103917,P156,3
109512,P147,2
109019,P151,5
105127,P127,0
106087,P126,4
103447,P134,5
103871,P149,3
107924,P152,2
108456,P132,3
104611,P120,2
103310,P145,4
102728,P126,5
106892,P139,0
109105,P157,2
106860,P134,1
101994,P154,2
102751,P158,4
105217,P127,4
101981,P127,5
109604,P140,1
109801,P133,2
101142,P134,2
100078,P124,1
105068,P154,4
108074,P142,3
106895,P144,4
101843,P158,4
104448,P127,3
100956,P123,1
107845,P128,4
104420,P123,0
103278,P139,2
103258,P141,1
103130,P158,2
103961,P140,2
108060,P145,2
104249,P152,2
101164,P153,1
109197,P157,4
108759,P158,0
106273,P132,4
103591,P138,1
105258,P156,5
102813,P130,1
109510,P124,2
108680,P140,0
100484,P127,1
104246,P123,4
109663,P142,3
109527,P136,2
108153,P148,4
109856,P124,2
103713,P142,4
104771,P155,0
104022,P122,2
109619,P152,2
104069,P143,4
101408,P125,5
107509,P127,2
106013,P127,3
104615,P149,0
108959,P147,5
104898,P149,3
109651,P142,0
103694,P146,3
102126,P141,0
100984,P121,0
100984,P122,3
109933,P142,0
105924,P144,1
109701,P132,0
107533,P156,0
103370,P142,2
105176,P147,0
109658,P130,3
109182,P134,1
109332,P124,3
103808,P131,0
100525,P124,2
103568,P121,5
102360,P131,0
107966,P151,4
107681,P147,2
106842,P121,3
102550,P137,1
102885,P149,1
104807,P144,3
107613,P129,3
105552,P124,3
103324,P135,2
101392,P146,2
102331,P153,1
108027,P158,0
104357,P129,0
100605,P154,2
106874,P134,1
101104,P142,4
101161,P145,2
101407,P158,4
108180,P133,1
107206,P138,1
106105,P144,0
108008,P151,1
104271,P148,5
101566,P145,2
102078,P129,5
103249,P129,2
106293,P151,1
104522,P155,0
109629,P148,0
105584,P121,4
103556,P137,4
100997,P128,2
100087,P128,5
101829,P151,2
108938,P120,1
105433,P119,5
108656,P141,4
103933,P126,1
104982,P122,2
109407,P153,2
100831,P141,2
106004,P137,4
104308,P127,3
109696,P146,5
104701,P157,3
101904,P152,1
103532,P144,2
106941,P135,0
108086,P120,5
101290,P122,1
101917,P152,0
103018,P140,3
107603,P137,2
104569,P149,5
104111,P146,2
102475,P152,2
104641,P154,0
102413,P156,4
104671,P154,5
104928,P144,2
105819,P124,0
108916,P149,0
102551,P126,5
102961,P148,5
100963,P120,4
105572,P134,0
103023,P136,0
108998,P152,3
105776,P141,5
107202,P120,5
101442,P133,0
109473,P147,5
104264,P139,3
106453,P157,3
104379,P132,3
100203,P140,3
107335,P120,3
101811,P142,3
101042,P130,0
102230,P134,4
105429,P132,4
102238,P134,2
107874,P156,2
105202,P140,1
108973,P135,1
108351,P149,2
109316,P142,3
104818,P122,1
108371,P133,4
106832,P129,2
103522,P131,4
100776,P132,1
106071,P148,1
104265,P154,1
100231,P136,5
102616,P121,3
106639,P145,0
109362,P150,2
107826,P158,5
105049,P134,0
107576,P155,0
109418,P155,3
100211,P141,5
105835,P127,2
101578,P141,0
103807,P139,0
103901,P121,0
109882,P130,0
109293,P140,3
102915,P131,2
105207,P135,0
105106,P147,0
106330,P129,3
104558,P143,2
108859,P149,0
104170,P135,1
101942,P145,3
104790,P131,1
108803,P134,5
108712,P123,4
105155,P124,2
105640,P127,1
101261,P128,3
107909,P153,3
100216,P131,2
107032,P124,0
100033,P119,5
102452,P140,5
105148,P119,3
107682,P123,0
102076,P133,2
108710,P145,5
102104,P145,1
102495,P147,4
106978,P136,5
103100,P154,2
108488,P131,3
107883,P156,3
102256,P139,5
106550,P122,5
107141,P143,0
109947,P151,4
108367,P140,2
109076,P143,2
100698,P156,2
106601,P147,3
104810,P141,5
105318,P130,1
109706,P146,4
109214,P120,2
102660,P139,1
109395,P147,5
107104,P132,3
108018,P138,0
100493,P134,4
104618,P122,4
104877,P128,2
109383,P133,0
104741,P153,2
108039,P150,4
103364,P123,1
104027,P131,0
103658,P130,1
108116,P123,3
107277,P126,4
106463,P120,1
104090,P126,1
106849,P156,0
105301,P156,1
105575,P143,3
103923,P121,5
102315,P141,2
107878,P152,4
106864,P122,4
103122,P137,0
107263,P148,2
103124,P134,3
103097,P138,5
108554,P156,4
102061,P128,1
109428,P145,0
108481,P156,1
109784,P138,4
109916,P137,3
101646,P149,4
107539,P138,2
103913,P144,5
105686,P146,0
100518,P131,3
108931,P127,2
102707,P150,3
105771,P138,1
108158,P133,2
106598,P123,2
101247,P146,0
105371,P157,1
104444,P139,4
107496,P147,4
106342,P154,2
108230,P143,3
103644,P127,0
108527,P138,1
100222,P143,2
105767,P145,5
108036,P128,1
100951,P125,4
102840,P147,5
103282,P147,3
109838,P137,3
105140,P143,0
105748,P128,3
100661,P121,4
103206,P155,2
109676,P131,3
108022,P127,0
103984,P138,2
108915,P138,3
100850,P133,5
102242,P157,2
109037,P157,0
103006,P150,1
106275,P132,1
101943,P135,4
107319,P119,2
104445,P147,5
107051,P136,1
102469,P138,5
107754,P123,4
104210,P140,1
105596,P121,3
108589,P143,2
108106,P156,4
102042,P153,4
102510,P150,3
109309,P129,2
105618,P130,5
106266,P138,1
103431,P156,0
106717,P131,3
101096,P155,2
100997,P135,1
100397,P129,5
107082,P123,1
104824,P125,0
103616,P147,3
107880,P158,0
107595,P147,5
102474,P150,3
108950,P123,1
106530,P136,1
107555,P144,2
101780,P139,4
106762,P151,3
106547,P134,2
105417,P142,5
108970,P149,0
106175,P119,2
109067,P121,2
107332,P128,1
100819,P155,0
101661,P156,1
107517,P153,3
107351,P156,0
100734,P121,3
107359,P133,0
109819,P156,0
107625,P156,5
105352,P124,2
107104,P142,3
107915,P142,5
104519,P123,1
100188,P131,2
103555,P149,1
103337,P154,1
107958,P148,2
106627,P138,3
109177,P126,0
100889,P133,2
107154,P149,1
105998,P133,3
102181,P154,5
108429,P145,3
106351,P153,4
103356,P153,4
104999,P155,0
100733,P143,0
104620,P123,3
102853,P152,0
103976,P133,0
100966,P150,4
106364,P133,1
102965,P142,5
100792,P130,1
102165,P143,3
104238,P156,0
106195,P127,2
108874,P128,4
104486,P119,4
104095,P128,3
104239,P134,3
106597,P138,1
109541,P123,0
108536,P147,1
102627,P136,0
109104,P140,5
105891,P135,1
105083,P135,0
108632,P123,3
101113,P150,0
109531,P124,4
104823,P125,3
104286,P126,4
106618,P156,4
100460,P134,0
106597,P128,3
103099,P124,0
102695,P134,4
105223,P137,1
101169,P150,1
104001,P125,2
105166,P144,3
109786,P156,3
107704,P133,3
107194,P129,3
108124,P124,4
102063,P132,1
106717,P155,3
108138,P136,3
102525,P135,2
109968,P154,0
107041,P142,1
103430,P128,3
100319,P134,4
107185,P136,1
109657,P121,2
103986,P120,5
100578,P119,0
102569,P156,1
109909,P138,2
105782,P132,3
104508,P145,0
106171,P126,4
100991,P147,0
109475,P139,2
100463,P156,3
107192,P132,0
101364,P144,1
109144,P151,2
103893,P122,1
104373,P123,5
104850,P135,3
109799,P129,1
104095,P124,2
105613,P154,3
103259,P134,2
109562,P150,3
