user_id,place_id,rating,unique_id
100761,P167,3,P167
105859,P195,2,P195
101521,P195,5,P174
103029,P174,2,P163
108658,P163,1,P191
100830,P191,4,P188
109825,P188,4,P189
101551,P189,2,P176
106638,P176,1,P197
101825,P197,5,P187
108363,P187,3,P180
101701,P180,2,P164
101418,P163,5,P184
101597,P167,2,P168
103009,P164,2,P183
101070,P184,1,P182
104046,P197,1,P173
101731,P164,4,P198
104255,P184,1,P159
105858,P168,1,P192
106348,P183,0,P169
106105,P182,5,P172
107015,P173,4,P196
109435,P198,4,P165
100707,P159,1,P160
100324,P192,5,P170
101202,P174,3,P175
105649,P184,0,P162
107750,P169,4,P179
107254,P192,5,P166
103750,P172,4,P171
108758,P196,2,P185
109659,P173,0,P190
104863,P165,5,P181
101193,P160,0,P161
104150,P191,5,P178
105753,P183,3,P194
108961,P170,1,P193
103094,P165,5,P177
104376,P173,5,P186
109938,P180,2,
105408,P175,2,
109760,P162,0,
103745,P180,5,
101231,P179,1,
105668,P176,4,
108412,P166,0,
106150,P191,0,
107538,P198,3,
109347,P171,1,
102106,P185,1,
104619,P190,2,
109962,P192,5,
101531,P181,5,
104572,P161,3,
104653,P172,0,
101088,P190,0,
103351,P167,3,
108827,P188,4,
109243,P160,0,
101487,P178,3,
102250,P189,1,
100089,P194,4,
103251,P165,4,
103642,P165,3,
109114,P185,0,
103079,P170,5,
105801,P185,1,
105993,P175,5,
108445,P187,2,
100766,P169,0,
107467,P173,1,
101565,P163,2,
106721,P182,1,
102883,P162,2,
107577,P184,0,
101008,P197,4,
106552,P182,4,
100168,P159,3,
107503,P173,1,
104469,P168,0,
108054,P183,2,
108939,P191,4,
108803,P194,5,
102364,P187,3,
103160,P178,5,
104970,P197,2,
109658,P183,1,
107610,P166,0,
103412,P189,4,
104801,P182,0,
105880,P181,0,
101245,P194,1,
106337,P173,1,
109742,P173,5,
108820,P197,3,
100386,P159,0,
108211,P183,3,
101720,P195,4,
103548,P180,4,
108278,P175,1,
109806,P165,5,
101882,P171,5,
104758,P168,2,
109552,P192,2,
103588,P184,4,
104477,P182,2,
102553,P172,5,
101770,P193,5,
100094,P198,5,
107536,P162,0,
100344,P189,0,
103997,P169,5,
105070,P159,0,
101746,P192,2,
106607,P197,1,
104194,P181,0,
106103,P168,1,
104973,P190,2,
109354,P190,5,
103978,P192,2,
101674,P164,2,
105221,P180,1,
109503,P162,4,
101424,P188,0,
109320,P171,0,
107512,P177,4,
104308,P190,0,
104379,P164,4,
108079,P177,4,
106493,P181,2,
109378,P188,4,
107659,P185,0,
104381,P178,3,
109487,P175,3,
100632,P198,5,
102750,P186,1,
103950,P159,4,
107369,P181,2,
104113,P187,2,
106967,P169,3,
106774,P192,0,
105326,P198,2,
103294,P180,2,
108472,P164,3,
109186,P196,0,
105027,P163,4,
108207,P184,0,
105611,P171,1,
100304,P167,1,
103704,P183,3,
103740,P163,4,
102694,P177,0,
106314,P178,2,
103558,P164,4,
107413,P196,1,
105755,P159,2,
106600,P184,0,
103839,P171,4,
105702,P161,3,
109443,P188,2,
102335,P186,1,
102336,P160,2,
100105,P184,2,
105775,P178,3,
104771,P162,3,
102369,P177,0,
100506,P171,5,
109037,P188,4,
109486,P162,2,
106316,P184,1,
104563,P169,4,
107192,P163,3,
109583,P177,4,
107085,P183,1,
103480,P190,5,
108633,P177,5,
105718,P168,2,
101045,P169,2,
101419,P178,1,
101993,P185,0,
102677,P193,4,
109173,P193,4,
107197,P172,5,
109065,P164,2,
106891,P173,5,
108052,P197,0,
102558,P187,1,
100036,P189,4,
100636,P171,1,
102545,P188,3,
105355,P183,4,
102559,P181,1,
101215,P192,0,
100798,P159,3,
101315,P192,1,
104112,P184,1,
108423,P161,4,
103708,P160,4,
106698,P183,5,
107289,P161,4,
106089,P192,2,
103098,P172,1,
107563,P169,0,
107764,P176,3,
103164,P185,3,
107480,P192,3,
108090,P196,4,
100425,P189,2,
107896,P172,2,
109290,P160,1,
102095,P186,3,
