user_id,place_id,rating
100297,P235,3
103412,P224,1
103654,P219,4
100843,P232,1
105624,P236,0
104167,P236,5
109456,P225,2
100014,P230,0
103749,P223,3
103650,P221,2
106134,P238,5
102345,P230,2
107066,P221,3
106145,P237,3
102348,P225,5
100654,P231,3
100920,P235,3
109064,P238,5
101953,P227,0
103863,P232,0
105506,P223,3
103495,P236,4
103405,P238,1
106317,P237,3
101954,P232,4
109693,P235,3
109273,P224,3
106734,P222,1
106991,P232,3
108456,P220,0
102745,P220,2
101458,P224,2
105948,P235,0
106679,P229,2
105856,P236,4
108542,P229,2
101274,P236,3
107823,P221,1
100872,P219,2
102572,P235,5
106478,P231,5
109344,P229,4
100085,P232,0
105859,P235,4
102595,P238,3
103401,P221,2
104743,P237,1
103394,P220,4
100686,P222,4
103020,P222,5
108214,P224,0
109690,P236,0
105127,P226,2
105196,P235,1
108945,P233,1
107046,P235,2
100445,P224,4
102494,P237,4
109159,P233,5
106300,P234,5
107300,P230,2
105749,P226,2
105661,P238,2
109707,P219,3
104766,P229,4
108621,P236,0
102269,P230,5
106921,P232,4
109511,P219,1
109822,P229,3
106542,P232,4
107245,P223,4
100525,P230,3
101453,P235,2
104937,P231,5
100867,P231,2
104682,P226,1
107990,P224,4
109203,P221,0
108599,P237,3
106733,P230,3
100361,P227,4
103897,P236,0
100922,P230,2
101778,P230,5
107341,P227,0
104670,P225,4
106821,P231,5
108014,P236,3
100762,P237,5
101443,P220,2
103021,P226,5
105709,P224,0
106988,P221,5
101612,P228,2
106558,P229,5
103874,P226,0
105056,P231,4
104138,P232,3
109692,P232,2
100963,P229,3
102316,P233,4
100661,P228,5
100830,P224,0
108096,P222,3
108341,P220,5
106148,P227,1
105663,P228,5
105830,P236,3
102661,P228,1
102997,P223,1
109356,P234,0
103333,P221,5
101273,P232,3
103514,P232,0
106883,P236,2
100764,P235,5
108673,P237,5
108560,P230,2
106012,P220,1
101728,P221,1
101460,P227,3
103082,P219,2
105350,P234,4
101196,P222,0
108394,P229,2
109352,P238,2
104146,P228,4
107054,P226,3
104928,P224,2
104779,P231,0
101570,P220,5
101164,P232,0
104857,P236,4
108305,P225,1
109667,P219,5
109963,P224,4
109956,P235,5
108579,P228,0
100733,P221,0
109340,P234,1
102416,P234,3
102069,P227,1
104084,P224,3
109489,P227,1
100899,P219,4
109680,P232,1
103247,P231,1
109961,P230,2
102851,P222,1
102467,P238,5
102667,P225,3
101674,P235,2
104901,P234,3
104111,P230,1
102135,P223,0
100569,P220,4
103141,P236,1
101912,P221,5
103071,P234,1
108934,P224,3
100267,P222,2
104905,P233,2
104584,P235,5
101410,P221,2
108912,P222,0
100446,P227,4
102781,P233,2
107992,P236,1
104919,P237,3
105107,P237,2
102079,P221,2
108731,P224,5
104792,P224,0
106582,P238,5
101349,P220,1
108527,P230,2
106813,P221,2
105210,P236,4
105404,P224,5
108722,P219,1
109661,P222,3
104810,P236,0
105230,P235,0
105978,P226,0
107776,P230,5
105112,P231,4
101329,P231,4
104230,P226,4
109071,P231,0
105666,P219,3
103664,P234,1
108392,P237,0
104387,P226,5
103473,P233,1
101575,P226,1
103158,P237,0
101259,P228,0
108291,P221,5
105266,P238,4
103422,P235,5
108006,P225,2
100976,P224,0
102932,P233,4
103376,P231,0
103563,P234,1
100378,P228,4
104666,P229,4
102024,P228,1
100370,P233,0
108217,P232,3
108830,P233,3
109720,P232,1
105527,P238,2
103149,P221,5
100918,P231,2
105944,P219,1
109858,P238,2
103560,P231,0
102654,P227,0
107164,P229,1
106291,P231,2
103905,P232,2
107813,P225,5
106068,P219,4
100809,P224,1
106966,P227,0
108599,P226,1
106717,P235,1
105892,P225,3
108932,P225,1
100858,P222,1
106656,P228,1
100154,P226,0
107166,P236,0
108821,P238,1
108250,P221,3
103036,P228,4
108344,P225,2
102425,P235,0
109382,P227,0
102899,P221,1
102877,P237,3
106936,P222,0
109048,P219,1
109064,P224,3
103705,P226,2
106376,P220,5
105871,P219,0
105253,P231,1
101943,P221,1
106656,P237,2
101186,P230,2
106045,P224,5
102893,P233,2
101655,P234,5
101553,P229,2
100620,P224,3
105668,P222,5
100307,P219,3
106477,P229,5
103643,P232,5
105234,P225,5
106627,P229,2
108956,P227,0
108253,P234,2
106585,P236,5
102102,P230,0
109079,P228,4
103389,P234,2
101544,P228,0
104353,P234,1
106097,P232,1
108317,P221,5
109465,P225,1
107777,P237,2
103851,P220,5
104262,P227,5
105612,P234,1
104479,P222,0
100825,P229,2
103077,P238,5
104679,P234,3
100871,P231,1
106483,P223,0
105339,P230,4
108189,P223,1
100228,P235,2
107421,P228,4
102502,P233,4
105585,P227,1
104840,P233,3
108658,P222,4
109575,P223,3
102677,P231,1
102009,P230,1
109635,P235,0
101847,P227,1
107665,P229,4
100891,P236,4
106891,P219,5
109320,P236,1
109964,P225,5
106588,P236,0
104475,P221,4
100825,P234,5
105853,P219,4
105258,P225,0
101874,P222,4
109183,P227,3
103535,P220,5
102186,P234,4
103064,P225,3
103848,P229,5
102008,P222,5
103392,P234,5
100464,P231,3
107632,P238,2
104516,P234,5
100261,P229,0
101075,P236,3
101808,P233,3
107372,P226,1
107280,P231,0
109680,P238,0
109457,P234,1
104632,P221,4
108192,P219,5
107634,P231,1
109756,P236,3
107805,P233,4
105513,P234,0
108322,P228,5
105024,P235,4
105391,P234,3
102647,P233,1
104859,P234,4
108513,P225,2
106953,P229,4
